Era,Poem,Romaji,My translation,俳人,Poet,Dates,Season,Kigo,Original source ,Modern Source,Notes,Maegaki,NKBZ,俳句大観,名歌名句辞典,俳句の歴史,現代俳句,自選自解,蝸牛,古典俳句,Ueda Haiku,Keene World,Keene Dawn,Blyth Haiku,Blyth History,Fay Aoyagi,English Saijiki,21 Century,Other translation,Saijiki priority
Edo,日の前の雲すわりけり花樗,"hi no mae no
kumo suwari keri
hana afochi","before the sun
clouds have settled—
the chinaberry blossoms",田川鳳朗,Tagawa Hōrō,1762 – 1845,summer,花樗,鳳朗発句集,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,きらきらと音に日のさす鳴子哉,"kirakira to
oto ni hi no sasu
naru ko kana","glittering and bright
the sun shines through the sound—
bird-scarer rattles",田川鳳朗,Tagawa Hōrō,1762 – 1845,Autumn,鳴子,鳳朗発句集,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,物しばし匂うて止みぬ枯野原,"mono shibashi
niou te yami nu
kare no hara","something briefly
fragrant, then still—
the withered moor",田川鳳朗,Tagawa Hōrō,1762 – 1845,winter,"枯野 【かれの】 kareno, withered field (all winter).",鳳朗発句集,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,下駄の歯を蹴欠いて戻る師走かな,"geta no ha wo
kekake te modoru
shiwasu kana","kicking loose a clog tooth
and heading home—
year's end",田川鳳朗,Tagawa Hōrō,1762 – 1845,winter,師走,鳳朗発句集,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,元日や人の妻子の美しき,"ganjitsu ya
hito no tsumako no
utsukushiki","New Year’s Day—
the neighborhood wives 
looks so lovely ",桜井梅室,Sakurai Baishitsu,1769-1852 ,New year,#ERROR!,Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,寝勝手のよさに又見る柳かな,"nekatte no
yoki ni mata miru 
yanagi kana","turning to get comfortable 
for my nap, again I see 
the willow:",桜井梅室,Sakurai Baishitsu,1769-1852 ,Spring,"柳 【やなぎ】 yanagi, willow(s) / weeping willow(s) (late spring).",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,けしの散る光ひまなし枕元,"keshi no chiru
hikaru hima nashi
makura moto","the scattering poppy—
its light so busy
at my pillow",桜井梅室,Sakurai Baishitsu,1769-1852 ,Summer,"芥子の花 【けしのはな】 keshi no hana, poppy/poppies.",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,桐の木や雨のながるる蝉の腹,"kiri no ki ya
ame no ngaruru
semi no hara","paulownia tree—
the flowing rainwater 
on the cicada's belly ",桜井梅室,Sakurai Baishitsu,1769-1852 ,summer,"蝉 【せみ】 semi, cicada / locust (late summer).",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,名月や草木に劣る人のかげ,"meigetsu ya
kusa ki ni otoru
hito no kage","harvest moon—
the shadows of people
inferior to grass and trees",桜井梅室,Sakurai Baishitsu,1769-1852 ,Autumn,"名月 【めいげつ】 meigetsu, harvest moon [literally ""famous moon""; all these kigo refer to the full moon of the eighth lunar month, usually in September] (mid autumn).",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,門ありて国分寺はなし草の花,"mon arite
kokubun ji wa nashi
kusa no hana","the gate remains
but the temple is gone—
grass flowers",桜井梅室,Sakurai Baishitsu,1769-1852 ,Autumn,"草の花 【くさのはな】 kusa no hana, (autumn) wildflowers [note: ""grass flowers"" is not a good translation, as 草 includes forbs and herbs] (all autumn).",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,糊の干ぬ行灯ともす寒さかな,"nori no hinu
andon tomosu
samusa kana","the paste not yet dry
and lighting the paper lamp—
the cold",桜井梅室,Sakurai Baishitsu,1769-1852 ,winter,"寒さ 【さむさ】 samusa, coldness [of weather, air, and the like].",Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,ふゆの夜や針うしなうておそろしき,"fuyu no yo ya
hari ushinaute
Osoroshiki","on a winter's night
how frightful it is
to drop a sewing needle",桜井梅室,Sakurai Baishitsu,1769-1852 ,winter,ふゆの夜,Baishitsu Personal Collection,ＮKBZ 近世俳句俳文集,,,,,,,,,,,,,,,,,,,,
Edo,大蛇や恐れながらと穴を出る,"ōhebi ya
osore nagara to
ana wo deru","a large snake―
says, “pardon me” and
exists his hole",小林一茶,Kobayashi Issa,1763 – 1827,Spring,"Insects awake
啓蟄 keichitsu
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,
Edo,春の日や水さへあれば暮れ残り,"haru no hi ya
mizu sae areba
kure-nokori        ","a spring dayー
where there’s water
dusk lingers on
",小林一茶,Kobayashi Issa,1763 – 1827,Spring,"Spring day
春の日 haru no hi
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,
Edo,小酒屋の出現したり春の山,"ko-zakeya no
shutsugen shitari
haru no yama","a small sake stall
has appeared on
the spring mountain ",小林一茶,Kobayashi Issa,1763 – 1827,Spring,"春の山 【はるのやま】 haru no yama, spring mountain (all spring).",,,小酒屋 (ko-sakaya) = small sake shop. A small tavern suddenly appearing on the spring mountain.,,,,,,,,,,,,,,,,,,,
Edo,子らや子ら子等が手をとる躑躅かな ,"ko ra ya ko ra
kora ga te wo toru
tsutsuji kana","children, oh children—
children clasping hands
among the azaleas",良　寛 ,Ryōkan,1758-1831,Spring,"躑躅 【つつじ】 tsutsuji, azalea(s) (late spring).",,『増殖する俳句歳時記』,"子らや子ら (ko ra ya ko ra) = children, oh children! Ryōkan's famous poem of play and joy, children hand-in-hand among the azaleas.",,,,,,,,,,,,,,,,,,,
Edo,夏浅し水を離るる蓮巻葉,"natsu asashi
mizu wo hanaruru
hasu maki-ba","shallow summer
leaving the water
furled lotus leaves",天高,Tenko,,Summer,"夏浅し 【なつあさし】 natsu asashi, early summer / shallow summer (early summer).",,,蓮巻葉 (hasu no makiba) = the furled leaf of the lotus. Water leaving the tightly furled lotus leaf—early summer.,,,,,,,,,,,,,,,,,,,1
Edo,,"mimi tojite
hana wo kokoro ni
hirune kana","I will shut my ears
And, thinking only of blossoms,
Enjoy my nap.",,Torigoe Tōsai,1803 – 1890,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Edo,啓蟄や光り流るる厨水,"keichitsu no
ari ga hayahiku
jimushi kana                ","insects awake
ants already dragging
a grub",吐天,Toten,,Spring,"Insects awake
啓蟄 keichitsu
",,,,,,,,,,,,,,,,,,,,,,
Edo,はるののゆき扇ではらふ　衣紋かな,"harunono yuki
ōgi de harau
eimon kana","spring-field snow —
brushing it off with a fan:
straightening the robe",久村暁台,Kato Gyōdai,1732～1792,Spring,"春の雪 【はるのゆき】 haru no yuki, spring snow (spring).",,,,,,,,,,,,,,,,,,,,,,
Edo,薫の梅が香ふく　板戸ころかな,"kaoru ume ga ka
fuku itado
koro kana","the fragrant plum's scent blowing —
a wooden shutter
rolling",久村暁台,Kato Gyōdai,1732～1792,Spring,"梅 【うめ】 ume, plum blossoms (spring).",,,,,,,,,,,,,,,,,,,,,,
Edo,宿々は皆新茶なり麦の秋,"shukushuku wa
mina shin cha nari
mugi no aki","all the inns
serve new tea
wheat's autumn",許六,Kyoriku,1656 - 1715,Summer,麦の秋 mugi no aki,,,,,,,,,,,,,,,,,,,,,,1
Edo,病人の駕も過けり麥の秋,"byonin no
kago mo sugi keri
mugi no aki","a sick man's
palanquin also pass by
wheat's autumn",蕪村,Buson,1716 - 1783,Summer,麦の秋 mugi no aki,,,,,,,,,,,,,,,,,,,,,,2
Edo,麦秋や 子を負いながら いわし売り,"mugi aki ya
ko wo oi nagara
iwashi uri","autumn of wheat-
with a child on her back
sardine peddler",一茶,Issa,1763 - 1828,Summer,麦の秋 mugi no aki,,,,,,,,,,,,,,,,,,,,,,3
Edo,夏の日や広葉柏に移りそめ,"natsu no hi ya
hiro-ba kashiwa ni
utsuri some","the summer sunー
tingeing the broad leaves
of the oak",蘭更,Ranko,1726 - 1798,Summer,夏の日　natsu no hi,,,,,,,,,,,,,,,,,,,,,,1
Edo,夏の夜や崩れて明けしひやし物,"natsu no yo ya
kazurete akeshi
hiyashi mono","a summer nightー
light breaks over
chilled dishes",芭蕉,Basho,1644 - 1694,Summer,夏の夜 natsu no yo,,,,,,,,,,,,,,,,,,,,,,1
Edo,なつの夜やまだ舌にある唐がらし,"natsu no yo ya
mada shita ni aru
to garashi","a summer night
still on my tongue
taste of red pepper",大江丸,Oemaru,1722 - 1805,Summer,夏の夜 natsu no yo,,,,,,,,,,,,,,,,,,,,,,2
Edo,人声に子を引きかくす女鹿かな,"Hito goe ni
ko wo hiki kakusu
mejika kana","At people’s voices
mother deer draws fawn to her
and hides it.",一茶,Issa,1763 - 1828,Summer,鹿の子 Kanoko — Fawn [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,かはぼりやむかひの女房こちを見る,"Kawahori ya
mukai no nyobo
kochi wo miru","Bats —
the wife across the street
looks this way.",蕪村,Buson,1716 - 1783,Summer,蝙蝠 Komori — Bat [Summer Dobutsu],,,"They may both have been watching the bats on this warm evening and by chance, their eyes met in a charming moment.",,,,,,,,,,,,,,,,,,,1
Edo,かはぼりや月のほとりを立ちさらず,"Kawahori ya
tsuki no hotori wo
tachi sarazu","Bats —
they don’t leave the vicinity
of the moon.",暁台,Gyodai,1732 - 1792,Summer,蝙蝠 Komori — Bat [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,我が宿に一夜たのむぞ蚊喰鳥,"Waga yado ni
hitoyo tanomu zo
kakuidori","To my house,
please come a night!
Bird that eats mosquitoes.",一茶,Issa,1763 - 1828,Summer,蝙蝠 Komori — Bat [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,雨蛙芭蕉にのりてそよぎけり,"Amagaeru
basho ni norite
soyogi keri","A rain frog
got onto a plantain leaf,
and swayed.",其角,Kikaku,1661 - 1707,Summer,雨蛙 Amagaeru — Rain Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,麦藁の家してやらん雨蛙,"Mugewara no
ie shite yaran
amagaeru","Let me make you
a wheat-straw house,
oh rain frog.",智月,Chigetsu,c.1634 - 1718,Summer,雨蛙 Amagaeru — Rain Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,鳴きて知りぬ石蕗の若葉の雨蛙,"Nakite shirinu
tsuwano wakaba no
amagaeru","Crying, it was known —
the rain frog on
young silver-leaf.",素丸,Somaru,1712 - 1795,Summer,雨蛙 Amagaeru — Rain Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,這いでよ飼屋が下の蟾の響,"Hai ideyo
kaiya ga shita no
hiki no koe","Come on out!
From under the coop
a toad’s voice.",芭蕉,Basho,1644 - 1694,Summer,蟇 Hikigaeru — Toad [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,思ふことだまってるか蟇,"Omou koto
damatte iru ka
hikigaeru","Will you not say
what you’re thinking?
Oh, toad.",曲翠,Kyokusui,d. 1717,Summer,蟇 Hikigaeru — Toad [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,月の句を吐いてへらさん蟾の腹,"Tsuki no ku wo
haite herasan
hiki no hara","If he’d spit out
a ku on the moon, the toad’s belly
might shrink.",蕪村,Buson,1716 - 1783,Summer,蟇 Hikigaeru — Toad [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,蟾どのの妻や待つらん子鳴らん,"Hiki dono no
tsuma ya matsuran
ko nakuran","Mr. Toad’s
wife must be waiting,
his child, crying.",一茶,Issa,1763 - 1828,Summer,蟇 Hikigaeru — Toad [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Edo,はつ声を聞かまほしきに時鳥,"Hatsu koe wo
kikama hoshiki ni
hototogisu","Wishing to hear / your first song, / little cuckoo —",,,,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,夜深く目をもさましつるかな,"Yo fukaku me wo mo
samashitsuru kana","How late I’ve stayed / up till, tonight!  —  Poet unknown, Tai waka collection",,,,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,ほととぎす大竹藪を漏る月夜,"Hototogisu
o takeyabu wo
moru tsukiyo","Little cuckoo — / through a large bamboo grove, / the moonnight.",芭蕉,Basho,1644 - 1694,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,ほととぎす鳴いて行方や島一つ,"Hototogisu
naite yukue ya
shima hitotsu","Little cuckoo — / in the direction it faces, / an island.",芭蕉,Basho,1644 - 1694,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Edo,ほととぎす鳴くや五月の雨の中,"Hototogisu
naku ya gogatsu no
ame no naka",The little cuckoo / cries — in the fifth month / rain.,其角,Kikaku,1661 - 1707,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,5
Edo,ほととぎすまたぬ方より初音かり,"Hototogisu
matanu kata yori
hatsune kari","Little cuckoo — / from an unexpected direction, / the first song.",荷兮,Kakei,1648 - 1716,Summer,時鳥 Hototogisu — Little Cuckoo [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,6
Edo,鶯や竹の子藪に老を鳴く,"Uguisu ya
take no ko yabu ni
oi wo naku","The bush warbler —
in a grove of bamboo shoots,
sings of old age.",芭蕉,Basho,1644 - 1694,Summer,老鶯 Oi uguisu — Old Bush Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,能なしの寝むたし我をぎやうぎやうし,"No nashi no
nemutashi ware wo
gyogyoshi","To sleepy me,
with no abilities, it sings —
reed warbler.",芭蕉,Basho,1644 - 1694,Summer,葦切 Yoshikiri — Reed Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,かはせみや絵の具を流すおのが影,"Kawasemi ya
enogu wo nagasu
onoga kage","The kingfisher —
making watercolours flow,
his reflection.",馬光,Bako,,Summer,翡翠 Kawasemi — Kingfisher [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,かはせみや羽をよそほふ水鏡,"Kawasemi ya
hane wo yosohou
mizu kagami","The kingfisher —
it dresses its feathers
in a water mirror.",露川,Rosen,,Summer,翡翠 Kawasemi — Kingfisher [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,翡翠やぬれ羽にうつる夕日影,"Kawasemi ya
nureba ni utsuru
yu hikage","Kingfisher —
on its wet feathers
the dusk sunlight.",桃李,Tori,,Summer,翡翠 Kawasemi — Kingfisher [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,水鶏啼くと人へいへばや佐屋泊り,"Kuina naku to
hito no ie baya
Saya domari","“A water-rail sings,”
as someone said,
stop at Saya.",芭蕉,Basho,1644 - 1694,Summer,水鶏 Kuina — Water-Rail [Summer Dobutsu],,,"Although he hadn’t planned to stop at Saya, because a disciple invited him, saying he could hear a water-rail, he did. Saya is in Amagun, Aichi prefecture.",,,,,,,,,,,,,,,,,,,1
Edo,馬洗ふ川すそ闇き水鶏かな,"Uma arau
kawa suso kuraki
kuina kana","Washing the horse
at a dark river-mouth,
a water-rail.",北枝,Hokushi,d. 1718,Summer,水鶏 Kuina — Water-Rail [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Edo,聞くうちにすゑまぼろしの水鶏かな,"Kiku uchi ni
sue maboroshi no
kuina kana","While listening,
it ended like a phantom —
the water-rail.",青羅,Seira,,Summer,水鶏 Kuina — Water-Rail [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Edo,水鶏啼いて星うく草のはやまかな,"Kuina naite
hoshi uku kusa no
hayama kana","A water-rail calls,
and stars float —
grassy hill.",澄翠,Chosui,,Summer,水鶏 Kuina — Water-Rail [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Edo,釣竿に鮎のあはれや水はなれ,"Tsuri zao ni
ayu no aware ya
mizu banare","On the pole,
the ayu pathetic —
leaving the water.",北枝,Hokushi,d. 1718,Summer,鮎 Ayu — Sweet-Fish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Edo,滝水の中をながるる蜩の声,"Takimizu no
naka yo nagaruru
semi no koe",In the waterfall,維然,Izen,1648 - 1711,Summer,滝 Taki,,,"the cicada voices
seem to flow",,,,,,,,,,,,,,,,,,,1
Edo,くつさめのあとしづかなり夏の山,"Kutsusame no
ato shizuka nari
natsu no yama","A sneeze —
then all is quiet;
summer mountain",野水,Yasui,1658 - 1743,Summer,夏の山 Natsu no yama — Summer Mountain [Summer Kigo],,,,,,,,,,,,,,,,,,,,,,1
Edo,夏山や一足づつに海見ゆる,"Natsu yama ya
hito ashi zutsu ni
umi miyuru","Summer mountain —
with each step
the ocean in view",一茶,Issa,1763 - 1828,Summer,夏の山 Natsu no yama — Summer Mountain [Summer Kigo],,,,,,,,,,,,,,,,,,,,,,2
Edo,馬ぼくぼく我を絵に見る夏野かな,"Uma bokuboku
ware wo e ni miru
natsu no kana","The horse, clop... clop...
I see myself in a picture,
summer fields.
A ku of 1682. As the country horse walks slowly in the hot weather, the writer imagines they must appear like a picture.",芭蕉,Basho,1644 - 1694,Summer,夏野  Natsuno  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,月の頃は寝に行く夏の川辺かな,"Tsuki no koro wa
ne ni yuku natsu no
kawabe kana","When there's a moon,
I go to sleep by a summer
riverside.",杉風,Sanpu,1647 - 1732,Summer,夏の川  Natsu no kawa  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,夏川の音に宿かる木曽路かな,"Natsu gawa no
oto ni yadokaru
Kisoji kana","Where a summer river
murmurs, take an inn.
Kiso road.",重五,Jugo,,Summer,夏の川  Natsu no kawa  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,夏川を越すうれしさよ手に草履,"Natsu gawa wo
kosu ureshisa yo
te ni zori","How joyful to cross
a summer river!
Sandals in hand.",蕪村,Buson,1716 - 1783,Summer,夏の川  Natsu no kawa  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Edo,島々や千々に砕けて夏の海,"Shimajima ya
chijini kudakete
natsu no umi","Island after island —
into a myriad, crumbled,
the summer ocean.
A ku about Matsushima, a series of numberless small islands, which Basho described as amazing, and a wondrous work of heaven's creation. Pine trees grow on each little island.",芭蕉,Basho,1644 - 1694,Summer,夏の海  Natsu no umi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,夏海や碁盤の石のかいつぶり,"Natsu umi ya
goban no ishi no
kaitsubari","The summer ocean —
like 'go' stones on a board,
the grebes.",野坡,Yaba,1662 - 1740,Summer,夏の海  Natsu no umi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,松風を中に青田のそよぎかな,"Matsu kaze wo
naka ni aota no
soyogi kana","The wind of pine trees in them,
green ricefields rustle.",大草,Joso,1662 - 1704,Summer,青田  Aota  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,山々を低く覚ゆる青田かな,"Yama yama wo
hikuku oboyuru
aota kana","All the mountains
seem lower, by
green ricefields.",蕪村,Buson,1716 - 1783,Summer,青田  Aota  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,傘さしてふかれに出でし青田かな,"Kasa sashite
fukare ni ideshi
aota kana","With a parasol,
I went out to be blown —
green ricefields.",白雄,Shirao,1738 - 1791,Summer,青田  Aota  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Edo,掬ぶよりはや歯にひびく泉かな,"Musubu yori
haya ha ni hibiku
izumi kana","Just by scooping,
a sting to the teeth —
the spring.",芭蕉,Basho,1644 - 1694,Summer,泉  Izumi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,緑わく夏山陰の泉かな,"Midori waku
natsu yama kage no
izumi kana","Green wells up —
the spring of a summer
mountain shade.",蕉太,Ryota,,Summer,泉  Izumi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,さざれ蟹足這いのぼる清水かな,"Sazare gani
ashi hai noboru
shimizu kana","A little crab
crawls up my foot —
pure water.",芭蕉,Basho,1644 - 1694,Summer,清水  Shimizu  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,源は氷か雪か苔清水,"Minamoto wa
kori ka yuki ka
koke shimizu","Is its source
ice, or snow?
Moss pure water.",太無,Taimu,,Summer,清水  Shimizu  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,出て見せつ隠れつ雲の皐月不二,"Dete mesetsu
kakuretsu kumo no
Satsuki Fuji","It shows itself,
then hides — Fifth month Fuji
in clouds.",鳥酔,Chosui,1701 - 1769,Summer,五月富士  Satsuki Fuji  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,胴亀や昨日植ゑたる田の濁り,"Dogame ya
kino uetaru
ta no nigori","A salt-marsh turtle —
the muddiness of a paddy
planted yesterday.",許六,Kyoroku,1656 - 1715,Summer,植田  Ueta  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,1
Edo,我かものに植田の蛙鳴つのる,"Waga mono ni
ueta no kawazu
naki tsunoru","As if their own
planted ricefields, frogs'
loud songs.",暁台,Gyodai,1732 - 1792,Summer,植田  Ueta  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Edo,植ゑつけし夜は三日月の門田かな,"Uetsukeshi
yo wa mikazuki no
kakota kana","The night they were planted,
a crescent moon —
gate ricefields.",青羅,Seira,,Summer,植田  Ueta  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Edo,ひとつ脱でうしろに負いぬ更衣,"Hitetsu nuide
ushiro ni oi nu
koromogae","Took off a layer,
flung it on my back —
change of garment.
During a journey, not having a summer garment, he merely took off a layer of the clothes he was wearing.",芭蕉,Basho,1644 - 1694,Summer,更衣  Koromogae  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,更衣野路の人はつかに白し,"Koromogae
noji no hito wazu
kani shireshi","Change of garments —
on field paths people
look whiter.",蕪村,Buson,1716 - 1783,Summer,更衣  Koromogae  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,羅に遮る蓮のにほひかな,"Usumono ni
saegiru hasu no
nioi kana","By a thin silk
kimono screened, the
scent of lotus.",蕪村,Buson,1716 - 1783,Summer,羅  Usumono  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,山を庭に動き入るるや夏座敷,"Yama mo niwa ni
ugoki iruruya
natsu zashiki","Even the mountain
seems to move into the garden —
summer parlour.",芭蕉,Basho,1644 - 1694,Summer,夏座敷  Natsuzashiki  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,行く雲を寝ておゐて見るや夏座敷,"Yuku kumo wo
niteite miru ya
natsu zashiki","Lie down, and
watch the clouds roll by —
summer parlour.",野坡,Yaba,1662 - 1740,Summer,夏座敷  Natsuzashiki  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,松陰や寝茣蓙一つの夏座敷,"Matsu kage ya
negoza hitotsu no
natsu zashiki","The shade of pine trees —
one rush mat to sleep on,
summer parlour.",一茶,Issa,1763 - 1828,Summer,夏座敷  Natsuzashiki  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Edo,水紋を織得て清し簟,"Suimon wo
oriete kiyoshi
takamushiro","Water patterns
woven into it, a pure
bamboo mat.",舎羅,Shara,,Summer,簟  Takamushiro  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,細脛に夕風さはるたかむしろ,"Hoso hagi ni
yu kaze sawaru
takamushiro","On the thin legs
a dusk breeze —
bamboo mat.",蕪村,Buson,1716 - 1783,Summer,簟  Takamushiro  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,昼寝して手のうごきやむうちは哉,"Hirune shite
te no ugoki yamu
uchiwa kana","Dozing off,
the hand stops moving —
round fan.",杉風,Sanpu,1647 - 1732,Summer,団扇  Uchiwa  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,後家の君たそがれ顔のうちはかな,"Goke no kimi
tasogare gao no
uchiwa kana","The widow —
her face at dusk, behind
a round fan.",蕪村,Buson,1716 - 1783,Summer,団扇  Uchiwa  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,大猫のどさりと寝たる団かな,"O neko no
dosari to netaru
uchiwa kana","The big cat,
with a thud, lay on it,
round fan.",一茶,Issa,1763 - 1828,Summer,団扇  Uchiwa  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Edo,風鈴や花にはつらき風ながら,"Furin ya
hana seiun tsuraki
kaze nagare","Windbells —
though for flowers the
wind was cruel.",蕪村,Buson,1716 - 1783,Summer,風鈴  Furin  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,見る人も廻り灯籠に廻りけり,"Miru hito mo
mawari-toro ni
mawari keri","The man looking at
revolving lamps also
went round.",其角,Kikaku,1661 - 1707,Summer,走馬灯  Somato  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,山を見る二階なりけり土用ぼし,"Yama wo miru
nikai nari keri
doyo boshi","On the second floor,
where you can see mountains —
hot day's airing.",涼菟,Ryoto,,Summer,虫干  Mushiboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,虫干に猫も干されて居たりけり,"Mushiboshi ni
neko mo hosarete
itari keri","For insect airing
the cat, too,
being aired.",一茶,Issa,1763 - 1828,Summer,虫干  Mushiboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,風流の初やおくの田植うた,"Furyu no
hajime ya oku no
taue uta","The source of sweet simplicity —
a north province's
rice-plant song.",芭蕉,Basho,1644 - 1694,Summer,田植  Taue  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,遠里や二筋三すぢ田うゑ笠,"To zato ya
futasuji misuji
taue gasa","A remote village —
two, three lines of
rice-plant hats.",蕉太,Ryota,,Summer,田植  Taue  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Edo,蕗の葉にいわしを配る田植かな,"Fuki no ha ni
iwashi wo kubaru
taue kana","In butterbur leaves,
sardines passed around —
rice-planting.",一茶,Issa,1763 - 1828,Summer,田植  Taue  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Edo,皿鉢もほのかに闇の宵涼み,"Sara hachi mo
honoka ni yami no
yoi suzumi","Plates and bowls
faint, feel cool on
a dark evening.",芭蕉,Basho,1644 - 1694,Summer,納涼  Suzumi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Edo,夕涼みあぶなき石にのぼりけり,"Yu suzumi
abunaki ishi ni
nobori keri","Seeking dusk coolness,
a dangerous rock
was climbed.",野坡,Yaba,1662 - 1740,Summer,納涼  Suzumi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
